Wavelength,ΔAbs,Pulse Name
396.9702,0.015482707480193172,0
397.4929,0.016587895686530213,0
398.0157,0.013361813037965782,0
398.5384,0.01107837905721122,0
399.0612,0.0073659951715878596,0
399.5839,0.004821463362616007,0
400.1067,0.009319123684580063,0
400.6294,0.01249163822772811,0
401.1521,0.01274177898924771,0
401.6749,0.010255607075692393,0
402.1976,0.007568744218136279,0
402.7204,0.006584656825207603,0
403.2431,0.0035056997731004445,0
403.7659,-0.00023281047335708952,0
404.2886,-0.0038553570886357656,0
404.8114,-0.0019230712644380137,0
405.3341,0.006583660855703126,0
405.8569,0.004592151865385343,0
406.3796,0.006495315716563291,0
406.9024,0.007053724084609324,0
407.4251,0.002511079318583685,0
407.9479,-0.00181064681877128,0
408.4706,-0.006123200274501464,0
408.9934,-0.007161333469773107,0
409.5161,0.00763300632173749,0
410.0389,0.019847567998546332,0
410.5616,0.02189129895024171,0
411.0844,0.01605358162351009,0
411.6071,0.009474218857110582,0
412.1299,0.013096454949138156,0
412.6526,0.01944253036778617,0
413.1754,0.021979090967753166,0
413.6981,0.01872018441618089,0
414.2209,0.015155023764370359,0
414.7436,0.014400863927497499,0
415.2664,0.012172440876758377,0
415.7891,0.012563839274831444,0
416.3119,0.013375074103439426,0
416.8346,0.018943444651272033,0
417.3574,0.021387705332003026,0
417.8801,0.020962732016808972,0
418.4029,0.01789243920216556,0
418.9256,0.014756091794654296,0
419.4484,0.013536693888230311,0
419.9711,0.012207638050634458,0
420.4938,0.003530133603396489,0
421.0166,0.0004364438061669807,0
421.5393,-0.003893839145692928,0
422.0621,-0.01568879461985387,0
422.5848,-0.012900640917839682,0
423.1076,-0.0073071330121362585,0
423.6303,-0.009881506088399898,0
424.1531,-0.01169197582163433,0
424.6758,-0.008601588747035588,0
425.1986,-0.009265279706908977,0
425.7213,-0.006792350930641297,0
426.2441,-0.004693013248671367,0
426.7668,-0.004837857983947079,0
427.2896,-0.011925796316309533,0
427.8123,-0.009289002664083335,0
428.3351,-0.001441203555891431,0
428.8578,0.0025992239834298943,0
429.3806,0.00477069036123643,0
429.9033,0.00427821531359028,0
430.4261,0.0007275172290659148,0
430.9488,-0.0007724470589810869,0
431.4716,-0.0013430390475732566,0
431.9943,0.0029987150673567186,0
432.5171,0.003705505448806182,0
433.0398,0.005880732208144383,0
433.5626,0.006519100430409555,0
434.0853,0.008191347364886605,0
434.6081,0.00738751580052819,0
435.1308,0.012099949628516597,0
435.6536,0.012932275491705085,0
436.1763,0.005413204487616947,0
436.6991,0.00019719568869946556,0
437.2218,-0.002068258318567573,0
437.7446,-0.0001342864139228478,0
438.2673,-0.006690720279057489,0
438.7901,-0.011037250577110263,0
439.3128,-0.011874564603884226,0
439.8356,-0.008727278220487723,0
440.3583,0.0010231801299669752,0
440.881,0.003581691911858882,0
441.4038,0.0035834976263060905,0
441.9265,0.0061628006592764776,0
442.4493,0.008395845525896313,0
442.972,0.009241950555147484,0
443.4948,0.0040481821736367786,0
444.0175,-0.002323398424299029,0
444.5403,-0.009189367188254445,0
445.063,-0.011075347095935833,0
445.5858,-0.014057156211321786,0
446.1086,-0.013072617026589028,0
446.6313,-0.012270667325701427,0
447.1541,-0.015194070131966901,0
447.6768,-0.018414451989270355,0
448.1995,-0.01835503107491769,0
448.7223,-0.013955040874079117,0
449.245,-0.016521053767561997,0
449.7678,-0.018982866104474,0
450.2905,-0.02013287672396945,0
450.8133,-0.016494486725291514,0
451.336,-0.017331442334486188,0
451.8588,-0.013730255812896752,0
452.3815,-0.006097786451660728,0
452.9043,0.002056018611656878,0
453.427,0.007873669166051145,0
453.9498,0.010766989556295608,0
454.4725,0.010417311708895524,0
454.9953,0.009092179367880239,0
455.518,0.008869478521312911,0
456.0408,0.008487120884408098,0
456.5635,0.007795553218167447,0
457.0863,0.009830597613112804,0
457.609,0.009648868870822037,0
458.1318,0.009943726248096583,0
458.6545,0.0030394267259987464,0
459.1773,0.0026484888496038843,0
459.7,0.0035409075764697455,0
460.2228,0.0005618271508558396,0
460.7455,-0.0007222946353241284,0
461.2682,-0.0018590224446953139,0
461.791,0.005496836426502675,0
462.3138,0.010835769175905494,0
462.8365,0.006366888859762472,0
463.3593,0.0028349139404040703,0
463.882,-0.0006703864032148325,0
464.4048,0.0028079319776760036,0
464.9275,0.005792280296750016,0
465.4503,0.0036887219861761024,0
465.973,0.0045092511007039406,0
466.4958,-0.00040485202746894095,0
467.0185,0.003787185924637258,0
467.5413,0.009653526530280574,0
468.064,0.01364429833988526,0
468.5867,0.005784158124737391,0
469.1095,0.006162003546672761,0
469.6322,0.00917977282180267,0
470.155,0.009502268088487684,0
470.6777,0.008809193711053891,0
471.2005,0.008215194807798186,0
471.7232,0.007248492669370921,0
472.246,0.010297849276128777,0
472.7687,0.012533721353663091,0
473.2915,0.015447226953180498,0
473.8142,0.016457207252809383,0
474.337,0.01294204623296499,0
474.8597,0.0060646720345718125,0
475.3825,0.007169997539360071,0
475.9052,0.009840214905708904,0
476.428,0.007572468579465755,0
476.9507,0.007372998857348075,0
477.4735,0.0077962478764600175,0
477.9962,0.007581571088613519,0
478.519,0.007403861343841617,0
479.0417,0.006910058091876464,0
479.5645,0.004467011258925924,0
480.0872,0.0012637144438491952,0
480.61,0.0019478711798016613,0
481.1327,0.004583657095409192,0
481.6555,0.002995030711295332,0
482.1782,0.001328500655111662,0
482.701,0.0013676932866679185,0
483.2237,0.006469061377882496,0
483.7465,0.009637150951064016,0
484.2692,0.010162468991261005,0
484.792,0.007867673794795554,0
485.3147,0.004074739688462341,0
485.8375,0.005625751096789402,0
486.3602,0.007520098119105567,0
486.8829,0.006722876306326934,0
487.4057,0.007661278542195033,0
487.9285,0.007428830070346679,0
488.4512,0.0081537796970703,0
488.9739,0.00787351056459787,0
489.4967,0.005722102964269081,0
490.0194,0.005142942727534102,0
490.5422,0.005768601486545794,0
491.0649,0.0026658619543855288,0
491.5877,0.003358922238968942,0
492.1104,0.004572057981070116,0
492.6332,0.0030770293005285775,0
493.1559,0.0004033100855151502,0
493.6787,0.0013434313295395538,0
494.2014,0.0011762605054526378,0
494.7242,0.002568535377454461,0
495.2469,0.005968256293919971,0
495.7697,0.0055163485680214805,0
496.2924,0.00542312100081594,0
496.8152,0.0040786088089813126,0
497.3379,0.0039236616962581,0
497.8607,0.0060375464243879635,0
498.3834,0.007816739927989239,0
498.9062,0.008760150171616075,0
499.4289,0.007621459009993757,0
499.9517,0.005839778463700186,0
500.4744,0.0040286075874437265,0
500.9972,0.0019213753525010489,0
501.5199,0.0022716875674519874,0
502.0427,0.0022108695891190793,0
502.5654,0.001188973477848407,0
503.0882,0.0027365453371379013,0
503.6109,0.0014551211088472684,0
504.1337,0.0015382352024126363,0
504.6564,0.001938287719264592,0
505.1792,0.005309848322314694,0
505.7019,0.007594258520224956,0
506.2247,0.005661039588886165,0
506.7474,0.005061870972164382,0
507.2701,0.0061339084693003585,0
507.7929,0.004700878434202068,0
508.3156,0.00030083473492910156,0
508.8384,0.0008038344980161238,0
509.3611,0.002536357293291632,0
509.8839,0.004735517724275708,0
510.4066,0.0055742789433840916,0
510.9294,0.005317227831764325,0
511.4521,0.004443276449138044,0
511.9749,0.0052338665590754615,0
512.4976,0.007399892941605613,0
513.0204,0.007340412812278366,0
513.5432,0.003985844518832323,0
514.0659,0.004162562036149139,0
514.5886,0.00822045611751313,0
515.1114,0.011582501596092464,0
515.6342,0.010946584928174928,0
516.1569,0.009319374985519597,0
516.6796,0.008588950184314716,0
517.2024,0.007784362101975754,0
517.7252,0.004799768084342622,0
518.2479,0.002673805645433891,0
518.7706,0.0013868227373215983,0
519.2934,0.0012274728650121245,0
519.8162,0.004213151682724735,0
520.3389,0.005145008451656598,0
520.8616,0.004075579292258945,0
521.3844,0.005899267658693982,0
521.9071,0.007142263070830054,0
522.4299,0.00772367047931432,0
522.9526,0.0081280455495018,0
523.4753,0.006746252988473042,0
523.9981,0.005053643136031363,0
524.5209,0.004381151704984181,0
525.0436,0.006127292872492647,0
525.5663,0.005736895845020413,0
526.0891,0.005352214730637202,0
526.6119,0.004293057801685949,0
527.1346,0.0028140951467108444,0
527.6573,0.0022879084824238955,0
528.1801,0.0037373324499500927,0
528.7029,0.003474658398500181,0
529.2256,0.005298777842716232,0
529.7484,0.005883546764269861,0
530.2711,0.003670036406082437,0
530.7938,0.0020923875559051494,0
531.3166,0.0035195037381716998,0
531.8394,0.004841054553383759,0
532.3621,0.00529078849015264,0
532.8848,0.005936635748863368,0
533.4076,0.00605651748906901,0
533.9304,0.005550838593402346,0
534.4531,0.0031512024217718714,0
534.9758,0.0016033946751081794,0
535.4986,0.007066622781851874,0
536.0214,0.011648586930237282,0
536.5441,0.008041650229884427,0
537.0668,0.005367999094940843,0
537.5896,0.008472331265430521,0
538.1123,0.00843680188982422,0
538.6351,0.0071305511025552375,0
539.1578,0.009456355582579016,0
539.6806,0.007876391218308139,0
540.2034,0.004245992938999625,0
540.7261,0.0036960958380056986,0
541.2488,0.004771667564484848,0
541.7716,0.0038108494294840224,0
542.2943,0.006140681885196413,0
542.8171,0.006661649714768179,0
543.3398,0.005444624542580854,0
543.8625,0.007770511740276565,0
544.3853,0.0050454959370057634,0
544.9081,0.005687664546029881,0
545.4308,0.004395790073892267,0
545.9536,0.00711080747597361,0
546.4763,0.012322475844520063,0
546.9991,0.011077825120158235,0
547.5219,0.009688669623329042,0
548.0446,0.008636630584968155,0
548.5673,0.007123689935588635,0
549.0901,0.0069302497769481095,0
549.6128,0.008059756875568562,0
550.1356,0.008381809955105351,0
550.6583,0.007952298748001536,0
551.181,0.010926642095938705,0
551.7038,0.010123483104693977,0
552.2266,0.009909199405807829,0
552.7493,0.010409127595686045,0
553.272,0.010742397422463657,0
553.7948,0.009623570933805616,0
554.3176,0.009508164077483408,0
554.8403,0.010959614499980789,0
555.363,0.009420520425526904,0
555.8858,0.009328548386679228,0
556.4086,0.010433723756099241,0
556.9313,0.007331702964050983,0
557.454,0.006885126141232072,0
557.9768,0.011127113169037573,0
558.4995,0.012274988663094318,0
559.0223,0.01452002999517308,0
559.545,0.015199542991226144,0
560.0678,0.015033956852207413,0
560.5905,0.014863894390367767,0
561.1133,0.015012887346626692,0
561.636,0.012097753240716025,0
562.1588,0.011568424057371289,0
562.6815,0.008685426360362987,0
563.2043,0.009924006185460705,0
